path,size_bytes,sha256
data/processed/hourly_inputs_GBR.csv,924579,ec1e37a46a653506a0b5d4f21823986667ab304228e3a45017eb54df622f4a87
data/processed/hourly_inputs_IDN.csv,822653,1da7e2ae5895e076b9f3bfd7771b0376ff966dfe68a2f78f2dcc4dff1fefb3af
data/processed/hourly_inputs_IND.csv,845720,05692020d50e0676f8e2aa789819fe3de157d40ee4a2c0b90d46ff836119efab
data/processed/hourly_inputs_IRL.csv,921525,17ff958299bbc89fccf31c2026496cccee8eab9b61a8ec308d2cac5424cb85ac
data/processed/hourly_inputs_JPN.csv,935922,b52adf71075c45ac73b214199ef5a7f8cdcea8e6cbeea41f3079d88e4d1bf7d7
data/processed/hourly_inputs_KOR.csv,940163,e46f1b8c3e31fd51dd802aeee8eb009c7477fac151dc3ca1cde24a1595594f3a
data/processed/hourly_inputs_MYS.csv,840147,9767d183751becef498fd2b4b72d50163c953d975ba960059548b45aac2a6b6b
data/processed/hourly_inputs_NLD.csv,931044,0912a614abb8109ddd9e890eed37a61f4f7af3587bba596a536cde2c744b5cca
data/processed/hourly_inputs_NOR.csv,915551,f5e3e2c1547bf2d3ee5e36ebb8490f52bd19547177df83409402e4205c433218
data/processed/hourly_inputs_PRT.csv,935757,8b907d2ebded2e218c743208ba96587f5d3721d90321444b3c45ed883bb2e93a
data/processed/hourly_inputs_SGP.csv,840147,5b0154dcf46f75f0e4fb459e371ba0205715d9148d207c0deb612f75ad508fb5
data/processed/hourly_inputs_USA.csv,819788,53c0275a18404a63869714a508f85fee85a3d38c459a8be8f8dbc54652da4a36
data/processed_multiyear/2023/country_price_inputs.csv,1459,515964e86494ece868a8a367a8f7cac2ab67439705072e4dcbdc3b3229a23943
data/processed_multiyear/2023/hourly_inputs_AUS.csv,937700,acdf7646ecda09966a431a81954434abfe2b1314ce0b32bccc56850f08a21e70
data/processed_multiyear/2023/hourly_inputs_CAN.csv,901595,5800408a4a70192e91cd7100b8f361bc96a30f3fea9e79f983bf0b437de410c8
data/processed_multiyear/2023/hourly_inputs_CHN.csv,828544,fee755e25e2a3c4067fe343c39de9548807222d65558cda61dd8d1fcf63a2c2d
data/processed_multiyear/2023/hourly_inputs_GBR.csv,921695,d019bcc75dc2d3d09c31bf82f080f1d89ca5ce61e5c786c2dcd8de615c4a7c52
data/processed_multiyear/2023/hourly_inputs_IDN.csv,820148,b900bf74f17c9f3ff02e58ef6369143c2f4f60aaf1219aee522293a82a5b3a8d
data/processed_multiyear/2023/hourly_inputs_IND.csv,850509,7b19ac66e4c9363ece208e9e6b5f59c8c76d0940956ca4f3e7a1fc5988d591ab
data/processed_multiyear/2023/hourly_inputs_IRL.csv,919483,4538002b1d4bbbbed423f0688bf996aecee3e01712889fa8a8d476be7cc53504
data/processed_multiyear/2023/hourly_inputs_JPN.csv,935469,178f19ee3f5b3728a2ff4ef884263543738972601de4ee47e76e517bf2214605
data/processed_multiyear/2023/hourly_inputs_KOR.csv,933259,b97330a48414ab6029bdae34566dcdae4491f07d4a96540b4afcdb3de4c944e4
data/processed_multiyear/2023/hourly_inputs_MYS.csv,837392,bd6c4d1eb8ee4fe6eff9b5442a4ff1cb2dbd7e428f1400928d58859f7d690760
data/processed_multiyear/2023/hourly_inputs_NLD.csv,923245,1938ff26ec90717ce33177801729da2f58ba37a2b412f93328717a8344e1d8ea
data/processed_multiyear/2023/hourly_inputs_NOR.csv,917406,d9efbd4c6ec0364d4e495c087c85ab9a750c2ca3b69c8235b725b404902db0ed
data/processed_multiyear/2023/hourly_inputs_PRT.csv,935618,00a8fafb3d774a9ed86a116beac185235a5986596d878165607e07bf12a710d8
data/processed_multiyear/2023/hourly_inputs_SGP.csv,837392,bca68d1dea6d63dc3c301058d70020eb0b57b1175a484d700c0111bff3ab56d1
data/processed_multiyear/2023/hourly_inputs_USA.csv,821319,1c8fc31efeb847099f3493f39d2f5dd2c2481fc54e4df5667e67adfc247289eb
data/processed_multiyear/2024/country_price_inputs.csv,1464,171fb157ae3f9c96be21c43e8f98d4d9fe2d819df9ec396c965c3274e6249a6d
data/processed_multiyear/2024/hourly_inputs_AUS.csv,933909,7eb0bd0c2e35a4d9ecb5b45fd365c73cd38d4cc155ca4bd47f8d4cd8b7ab6f86
data/processed_multiyear/2024/hourly_inputs_CAN.csv,904656,da0b8aad54e277dc15b1ed5b8fba38306e3158f0b250843c23e7ad7d1d3254fc
data/processed_multiyear/2024/hourly_inputs_CHN.csv,831388,0a6635eb0a7db9c2055354710c951382d29e62be63977b963ad02f859bf9dd5b
data/processed_multiyear/2024/hourly_inputs_GBR.csv,923749,4712c89005377dc634bf697feb0ffc87f40e0d86131adff4d4b2738af60e0231
data/processed_multiyear/2024/hourly_inputs_IDN.csv,827103,e612dfa319ea795b09e117fecf4067a5320f86e15a4181f7554929732d36a587
data/processed_multiyear/2024/hourly_inputs_IND.csv,848992,4c6ce8dc3297d7de61a1a46b70663512e32ca0b0255e2e67a6c675eba03ee627
data/processed_multiyear/2024/hourly_inputs_IRL.csv,924891,a3b4919ed6f487d25635b8db4137785c9271c658e7c19c91f16ae9864dd9dc98
data/processed_multiyear/2024/hourly_inputs_JPN.csv,937013,97a6afb75a5095526bea55279bcffd22254abe2658fc2696e91315464c4a49bb
data/processed_multiyear/2024/hourly_inputs_KOR.csv,938388,6861ab90ace49c6c25768acd0a772d4a276aabade43b6c68d155efbb01a08dc0
data/processed_multiyear/2024/hourly_inputs_MYS.csv,839530,378b1aa21cf9de07c800fe04113095f425d62928f94384e34900f27bc3e1a6de
data/processed_multiyear/2024/hourly_inputs_NLD.csv,926591,299f053be632de750dd990788dfeabbf795ab567aa5b0cd0699fc5b5bdd0bc3d
data/processed_multiyear/2024/hourly_inputs_NOR.csv,919241,fdc3b013feb3039dea5f02fdc9c334839f04c618278a6a660738084fd5d07de6
data/processed_multiyear/2024/hourly_inputs_PRT.csv,929667,6a4f72056e9e8e4bd2b67edcfe64d22bb7aa4a86512126b7fbf11573d776d08a
data/processed_multiyear/2024/hourly_inputs_SGP.csv,839530,03b05e01028ce736019bd73703d44179e6d9425d9124de2b5b3c9f24fd757640
data/processed_multiyear/2024/hourly_inputs_USA.csv,820361,b8440b60c22b15d408e90737108d6584ea256b0a7cf4652bff831309c7c9f15e
data/processed_multiyear/2025/country_price_inputs.csv,1461,6830c2d4a66787a9ea87611d8db7611638cb725bbc4141be7feb7f85f7c6db74
data/processed_multiyear/2025/hourly_inputs_AUS.csv,932272,776186a99bfdaf42bcc0b0d5e69e3d5eed9d5879a52eee799d4938cfb41389ba
data/processed_multiyear/2025/hourly_inputs_CAN.csv,901902,624d9ac2b832d9e4487957300a261e9a2df50334c895045c363934fa875bcd03
data/processed_multiyear/2025/hourly_inputs_CHN.csv,831345,a06a2300854d175025d9e2aef494249f806fcfb2e5ca82d13cd7546a1b66647b
data/processed_multiyear/2025/hourly_inputs_GBR.csv,924688,3e6387354dfa89eb31a910365efd950d703b13ffade2c07f5c1645569f24897e
data/processed_multiyear/2025/hourly_inputs_IDN.csv,822617,63c613b7e9372ac7da95b5b16fe7bec7897b3363b1b701fc3c92201c94f75572
data/processed_multiyear/2025/hourly_inputs_IND.csv,845763,f87829cf434bb924f79febedd2ad983cf5813b5a1fe166de4aab421f502c6c50
data/processed_multiyear/2025/hourly_inputs_IRL.csv,921443,505940a5a2c6dc3bfecbacd32c4201ebecd3f0fdd358d65d5c292b5d58d6789f
data/processed_multiyear/2025/hourly_inputs_JPN.csv,936039,1e08f357e9228d56f19609dbf551c8bc4a3b9889fdcd509cfe76d4c322245123
data/processed_multiyear/2025/hourly_inputs_KOR.csv,940097,e512568e4c05ddc9c4941dd1363a7f982ef5352ad223f1f8943133adf84db900
data/processed_multiyear/2025/hourly_inputs_MYS.csv,840275,8465f209d6f028fa4f31247330878e8f76854a5c4ff03cfba9b339e76b9523d0
data/processed_multiyear/2025/hourly_inputs_NLD.csv,930962,a0c3d49c3f7f4254678e3f2fc72fd007c8827a78c41dce897647c024e01a7d17
data/processed_multiyear/2025/hourly_inputs_NOR.csv,915470,6c4c09ecff5a8676d8aa20f053e8c3996e4660375dd0f939b0f592bacaa62f83
data/processed_multiyear/2025/hourly_inputs_PRT.csv,935779,a19d81659a5fcd80c835e909aaccc14b82bddc0d169e7c1bb7f42827e0212276
data/processed_multiyear/2025/hourly_inputs_SGP.csv,840275,2f56d79266edc81c53fe3f59ff75e856b65170972941c2cfcf60ecb4090d66da
data/processed_multiyear/2025/hourly_inputs_USA.csv,819730,65228f2cd893cf7b332e2fedb119330aa5942235921c031c983979c1adfa35aa
data/processed_multiyear/train_2023_2024/country_price_inputs.csv,1578,c290199aea1135f65bcd29ebc12cac64bba6c6491f83ac702184568f18b82ab2
data/processed_multiyear/train_2023_2024/hourly_inputs_AUS.csv,1880163,998298f71a7e4a7248aaa28a9d725130fab04b0f1d6f1105f8d218f25e7ce523
data/processed_multiyear/train_2023_2024/hourly_inputs_CAN.csv,1814805,9dba6fb0adeaeb5aa01f88329509978aaf0118180a3582eab2525fd734c0d38d
data/processed_multiyear/train_2023_2024/hourly_inputs_CHN.csv,1668486,cf0bd1f002e4438760e123d8763f6a4390bb7b8313a5483ab8cca8de042e4c98
data/processed_multiyear/train_2023_2024/hourly_inputs_GBR.csv,1853998,532792c4fced391627e4896e2ba941d5b3b84fb5dd58a4de27a449adc7dcfee1
data/processed_multiyear/train_2023_2024/hourly_inputs_IDN.csv,1655805,b37315b8e25bb9fe2e5eedb059d37b1f7ab10b53671cc188b6c72af31bde7f40
data/processed_multiyear/train_2023_2024/hourly_inputs_IND.csv,1708055,25709ddc937d75c155b74efb36b00da933b17c6045696d5a0a333b5ac9b6b09d
data/processed_multiyear/train_2023_2024/hourly_inputs_IRL.csv,1852928,b463b05657107ff01b611d80c94b96b6a2dd5f174c3f7e813302042a54564205
data/processed_multiyear/train_2023_2024/hourly_inputs_JPN.csv,1881036,ffa2fe860ed0f2b981aaa66a86c049a9ac1a52472389c329ead8b18fcc0a2b6c
data/processed_multiyear/train_2023_2024/hourly_inputs_KOR.csv,1880201,92c743ff566bede83b8e076d084f8502b6ec9230688a988fd540c8b01b68c8e4
data/processed_multiyear/train_2023_2024/hourly_inputs_MYS.csv,1685476,64dea0a595061bd2d05b7877113115180723ab3680fff73d82ae3511d50fd990
data/processed_multiyear/train_2023_2024/hourly_inputs_NLD.csv,1858390,e9194e17abff34b4c0e65ab9e1a8dfa4c3bd2e44e7b377613f9367ce31e5d229
data/processed_multiyear/train_2023_2024/hourly_inputs_NOR.csv,1845201,3d29fdfb77001696f7da0e22462c631a6f38992d154c05b506318b1b5d6b1f90
data/processed_multiyear/train_2023_2024/hourly_inputs_PRT.csv,1873839,c0a66dd10549fcac82fa4427130305354c454bb23c50cd65bdeab16370c674b5
data/processed_multiyear/train_2023_2024/hourly_inputs_SGP.csv,1685476,6a4051c0ab47c21acfd2e1b3729bcf439ea639be5710d9283efce5de0d3dce31
data/processed_multiyear/train_2023_2024/hourly_inputs_USA.csv,1650234,15829a5625c22b358bf29ec6c1219043a1fef38c5165df1db495c62b73d5f35e
data/raw/CountryPricesRates.xlsx,109262,587b56e7254ccfbc924bb1c53c267068d48b09444de191293df871665050fbb6
data/raw/multiyear/README.md,3160,34f18efda32638ee14066f5308eabe8dcefe6639123cc79f15168c3884c55de1
data/raw/multiyear/selected_15_city_manifest.xlsx,7582,2f714aa732d002d14b4aad7706cc1b1bd99542b6f5bedc78f518045de0210f21
data/raw/multiyear/sst/sea_surface_temperature_2023_openmeteo.csv,790241,9644b7132fb1ad66d087f10b1c56cd91d55b96785a1e1cd0ba880a69e0b958b4
data/raw/multiyear/sst/sea_surface_temperature_2024_openmeteo.csv,794519,4b4f6fa8893b901037db07d275671331589fb6f145bebac2ae4d8812e4ee8165
data/raw/multiyear/sst/sea_surface_temperature_2025_openmeteo.csv,814864,51378cda4297ff6968726eaa53fa4bcbdf132dd2bac08f1661b6b4e4485498ac
data/raw/multiyear/wind/OW_001_Los_Angeles_era5_wind_2023.csv,515623,cea5e520faba047c4e5bd6225f2b0c21002c2b8290e4c02964599675c2f72dab
data/raw/multiyear/wind/OW_001_Los_Angeles_era5_wind_2024.csv,517007,26966a4cdf9bdaf15efe486cba592bd872b824afb39c79f26f9d99aadf1cc536
data/raw/multiyear/wind/OW_001_Los_Angeles_era5_wind_2025.csv,515708,31ef5849abc4eacdb4b1ce7d615eb944ac7ecd2cb734be6d12aa17ffb355f50f
data/raw/multiyear/wind/OW_006_Shanghai_era5_wind_2023.csv,465071,4a94c564f6a009aa77d726bdd40180539f4c946904de14331ae4f9b1884fb885
data/raw/multiyear/wind/OW_006_Shanghai_era5_wind_2024.csv,466769,af57d5b3e9d35cd4583712752a0556f8444fc2f26a777bf9f0d68d480a1ed258
data/raw/multiyear/wind/OW_006_Shanghai_era5_wind_2025.csv,465812,2d04a5c3e1c11f27dfd91703ec36294acfb08350dde76474c7f94518dd4fead8
data/raw/multiyear/wind/OW_011_Cardiff_era5_wind_2023.csv,483611,63c57a9358c02ff85cf15abb533b09d114f43356505bd4f7554fd65452f7ab9b
data/raw/multiyear/wind/OW_011_Cardiff_era5_wind_2024.csv,484784,3cc8969dd62b0c2cff4e6fd2498aab8e14f30f778d0063019ba7e59fe507bae0
data/raw/multiyear/wind/OW_011_Cardiff_era5_wind_2025.csv,483616,7df0c458829ed0a27987b6a9f16289fd93e66a618decf6063d48ccf5143cf2d2
data/raw/multiyear/wind/OW_016_Sydney_era5_wind_2023.csv,482713,816d53f3208651662cc59c4380a944d19a9a07ef7907e8a6d5be1a5f3327abdf
data/raw/multiyear/wind/OW_016_Sydney_era5_wind_2024.csv,484709,a75d18bd7b49f8650db379402d3222076b7b142b8007b41aba7fb83ce9462e01
data/raw/multiyear/wind/OW_016_Sydney_era5_wind_2025.csv,484464,bf7583ac6ce59d5cb21cfe56a5bd4be9cb594aa111ed52bae537222852754db5
data/raw/multiyear/wind/OW_021_Tokyo_era5_wind_2023.csv,481482,ed43fb873d93dc2e00e6667c5caa6f1388ba056a3097cc3819bd6156ce528b49
data/raw/multiyear/wind/OW_021_Tokyo_era5_wind_2024.csv,483119,c75620fddecf923e66a4696865e4e51ab5e5b9c4a0e70c8700c12d8bc8d81e45
data/raw/multiyear/wind/OW_021_Tokyo_era5_wind_2025.csv,482158,21d8b8c9facb8426aeae89f61299ff8009b11eac4a656ddfd1d8da9ef16ddfab
data/raw/multiyear/wind/OW_026_Dublin_era5_wind_2023.csv,467741,914645935144477ab84734ee4a03ebfb9d3b2c7d99129655988004e587101342
data/raw/multiyear/wind/OW_026_Dublin_era5_wind_2024.csv,469137,9de3385d8064612287789f2e7767799c4dca3f2877dd8af698ac1ffb46023722
data/raw/multiyear/wind/OW_026_Dublin_era5_wind_2025.csv,468019,27d87e0d8df27b129a0aeb85ed60e44832a817d453cf004e0f000a8db0dfe2cb
data/raw/multiyear/wind/OW_031_Oslo_era5_wind_2023.csv,461719,5036c85e347c89e17dbac1fcb6a2101a3c3534c131b57da5922778f94ce8093e
data/raw/multiyear/wind/OW_031_Oslo_era5_wind_2024.csv,463433,fa984aa2b5c3a5973705f013457c08afb432a92d13cb11503339583946d47b4a
data/raw/multiyear/wind/OW_031_Oslo_era5_wind_2025.csv,462402,015d4188dac618f073ebd7bf8863c3ef40ed65e85f82402e8f90efdd57b5b972
data/raw/multiyear/wind/OW_036_Mumbai_era5_wind_2023.csv,462961,4768f127b4db031ea1cb98cbd4f994f1d982da7165c46ce3de7e0d63e8c6f113
data/raw/multiyear/wind/OW_036_Mumbai_era5_wind_2024.csv,464921,fed023e7b622942d2be05f12c653b0f3bcd6e083f20568f5b184fc2b1e08c651
data/raw/multiyear/wind/OW_036_Mumbai_era5_wind_2025.csv,464423,c99b436fc8253a7c246ad75049be8939aef8fdc4ba56194d2aba01cf26bf1eaa
data/raw/multiyear/wind/OW_041_Johor_Bahru_era5_wind_2023.csv,461924,dea7f588458ea39369a8cce1f06c1685d85bcfab89d477be605c9cfceb2e3373
data/raw/multiyear/wind/OW_041_Johor_Bahru_era5_wind_2024.csv,463485,5cdc1353507369038cf18a03290a1b07c6a2273aa3acb72219aef5c1742dadf2
data/raw/multiyear/wind/OW_041_Johor_Bahru_era5_wind_2025.csv,462330,9c48029159ada64271ab4dcfbd944a4d425b30c36fa20ae39d20bfc65fccb384
data/raw/multiyear/wind/OW_051_Lisbon_era5_wind_2023.csv,482966,a12503fae0d9fdc581d45045cf1ee44647af1d447bb9ac73e2a1a5db28680ff2
data/raw/multiyear/wind/OW_051_Lisbon_era5_wind_2024.csv,485810,25bd2281af4f6b9d7d51d50562b826718b66d050bcd160ec8523a24f11a1dfa9
data/raw/multiyear/wind/OW_051_Lisbon_era5_wind_2025.csv,484153,8e9284edc6958feb290ba37fdcd3b1a40370e3d70a4a77ed8c7aa19f1ae3f5ed
data/raw/multiyear/wind/OW_056_Incheon_era5_wind_2023.csv,482290,146a35db6972bf8f10f0e04ca78ada02f73a4d7f802d11ab9bc254d723015fa7
data/raw/multiyear/wind/OW_056_Incheon_era5_wind_2024.csv,483506,caf586bb0d67ddb9a65ae0705a53d75d6763c6a7b2008c3383503f738e6dac70
data/raw/multiyear/wind/OW_056_Incheon_era5_wind_2025.csv,482652,c10c169d2d837a95b60eb9db913dc8ae667e0d356281cc9e1530107fee0fcbe4
data/raw/multiyear/wind/OW_061_Amsterdam_era5_wind_2023.csv,451002,b8e382c020b2231caae78b3c72fef075f4dc90bc2425710a29b5c42c77cf1244
data/raw/multiyear/wind/OW_061_Amsterdam_era5_wind_2024.csv,452008,1270d8165a1e674bb0196a02dd8e6cdf51aed2a63db46be1afd634d188639ab2
data/raw/multiyear/wind/OW_061_Amsterdam_era5_wind_2025.csv,450364,0ad7c2ce1648eb067d6c4a361a09ea0aee11395b6a86863eb250244fcadea35b
data/raw/multiyear/wind/OW_066_Vancouver_era5_wind_2023.csv,514703,c825d70ba13e5473fa2cd442cd23eb035224dd00fbc12baf332531a963c8f02f
data/raw/multiyear/wind/OW_066_Vancouver_era5_wind_2024.csv,516499,dc1ae3b82b52a5404434b3ab14080e02d8cd457f744b853502e1a5e91ca479dd
data/raw/multiyear/wind/OW_066_Vancouver_era5_wind_2025.csv,515222,93b93cd1be53203ee82d2cebc796eab4d9da84a39f656698a0818396ed007b25
data/raw/multiyear/wind/OW_081_Jakarta_era5_wind_2023.csv,479227,7531f039bb3df41077318ee97fcb130695ffb2ad866e061b4488d8a4889b5091
data/raw/multiyear/wind/OW_081_Jakarta_era5_wind_2024.csv,480941,f29a283e02fa97d5b801c3c6a9b50e651e438f46bb99d9258b34e1c8d9e22b7c
data/raw/multiyear/wind/OW_081_Jakarta_era5_wind_2025.csv,480077,b942b93069b50e11d3ac8a3fd54a4d228de71ab97940cd9e3e60f12901a1f743
data/raw/multiyear/wind/OW_086_Singapore_era5_wind_2023.csv,461924,dea7f588458ea39369a8cce1f06c1685d85bcfab89d477be605c9cfceb2e3373
data/raw/multiyear/wind/OW_086_Singapore_era5_wind_2024.csv,463485,5cdc1353507369038cf18a03290a1b07c6a2273aa3acb72219aef5c1742dadf2
data/raw/multiyear/wind/OW_086_Singapore_era5_wind_2025.csv,462330,9c48029159ada64271ab4dcfbd944a4d425b30c36fa20ae39d20bfc65fccb384
data/raw/multiyear/wind_nearest_check/OW_031_Oslo_era5_wind_2025.csv,462402,015d4188dac618f073ebd7bf8863c3ef40ed65e85f82402e8f90efdd57b5b972
DATA.md,3595,3731f5b2b648af63a179cb42e5c746407604479a70afcfd3ef27dbca49a9db35
pytest.ini,27,c809c969ec7e11b9ff37784e9c6fcc0b7c5148d168e18b05aed797e03fbd6ead
README.md,2884,3e7b088c77757f607951bee86037c42c4dcd70a397793cc0dee6188e4b253411
REPRODUCIBILITY.md,2452,272e7f866ff1e4f8dfdd4caa70f8b054c947e77221efa86bcdcb148524cf8655
requirements.txt,168,4f4ccd55a695c82f361f084c7b8bae5d3f60469e64f271b79cb0d97b3953e510
results/causal_forecast_evaluation_final_v1/by_horizon_all15_2025_beta010.csv,665514,3dc8aaf9f2a36a8705c5645b6cc924c8210af4409d19198c3a4924d8e74c541b
results/causal_forecast_evaluation_final_v1/manifest_all15_2025_beta010.json,11507,aa427b6291840c0dd9c2a6664b3f27a82843b79d1f273e114d0eb188d198739f
results/causal_forecast_evaluation_final_v1/summary_all15_2025_beta010.csv,27695,efab5343518ee97b56eeaac1e5b94d10459e896dc956e397979e96628412b97c
results/causal_forecasts_v3_gated_bias/calibration_residuals_AUS.npz,662813,4427f9c66943a262828e275870919988e59dd894ddcba6eb3bfd8fb48452ce86
results/causal_forecasts_v3_gated_bias/calibration_residuals_CAN.npz,659635,fb8d2c2e2372e775618834c8d6d8c67357ad6c7ee96cc2667f472ee8f9b342f1
results/causal_forecasts_v3_gated_bias/calibration_residuals_CHN.npz,662276,997462fb52222c3361dae8422353e700ec71d7a32ad7635e89e3ed810e894a71
results/causal_forecasts_v3_gated_bias/calibration_residuals_GBR.npz,660420,4075dde887bcf5988310c13de86b1a70ffbc7c1f55c40d8e730f92c621963a81
results/causal_forecasts_v3_gated_bias/calibration_residuals_IDN.npz,658176,fcb8bc8f258da8f4522cbf8fb80f3f17e81988f4b3493970ee80e75f14fef9ed
results/causal_forecasts_v3_gated_bias/calibration_residuals_IND.npz,657828,6eee807056d03685dc6b67b8a4f5615f58195b607d4eb23013c6593e2e8ef65f
results/causal_forecasts_v3_gated_bias/calibration_residuals_IRL.npz,661601,d0d2d014042fc8410c82b299af9357d6048f030d58519b3094b25699e0899bcf
results/causal_forecasts_v3_gated_bias/calibration_residuals_JPN.npz,663148,1a086908b95184769c0e835efaa5dba1215b8a1d320d9e7c018ad5d7ccfa0f4f
results/causal_forecasts_v3_gated_bias/calibration_residuals_KOR.npz,661223,39905c23784430dc8e0400bb9b5760c6e21e25f19ff029c93169ee953027eb73
results/causal_forecasts_v3_gated_bias/calibration_residuals_MYS.npz,661056,f38f0c46a0727a3c2d55689d394006f5258c55d1ac47a7df938fb96f1e59b769
results/causal_forecasts_v3_gated_bias/calibration_residuals_NLD.npz,661769,fc550b784bb2b349b4238175db9c2f3048a1a69b80f4ccbe2a71511703cc3d4c
results/causal_forecasts_v3_gated_bias/calibration_residuals_NOR.npz,654412,4891ef94f88dd3dc8c8a7dcc8c2c555190c3ae2a4c75df86c6518b29f0af0c2c
results/causal_forecasts_v3_gated_bias/calibration_residuals_PRT.npz,661297,6d14f2f60aee47c66e331c0978a72cd8dc59906aa5a55462f24a27670b99306f
results/causal_forecasts_v3_gated_bias/calibration_residuals_SGP.npz,658661,71831c012aee20d58d4461cf06c42e822d0b8684b00e9b19a59b56f67883502d
results/causal_forecasts_v3_gated_bias/calibration_residuals_USA.npz,660485,c3b6dad3aafab98bcf90a8255b9926603d38088c4b9fc323b5aa0a04106f0a20
results/causal_forecasts_v3_gated_bias/calibration_summary.csv,15030,2fc57b1e2c08b5f60423911190927796f1e79a29196e62b5fc55ddab54db849a
results/causal_forecasts_v3_gated_bias/causal_ridge_AUS.npz,33474,794d8f8946695c60dbaede23a9df8408419ced40ee9e47f64ec9fb89acd71597
results/causal_forecasts_v3_gated_bias/causal_ridge_CAN.npz,33658,96d007fbd714c5a216b9dd0e5670c3fb5241221a7e83df4ecc34028df5cd57c5
results/causal_forecasts_v3_gated_bias/causal_ridge_CHN.npz,33564,bca21cba82694f4c15237f54bf8b3267ef99a08f4331d3c72f9c345a5d76162e
results/causal_forecasts_v3_gated_bias/causal_ridge_GBR.npz,33478,4d291a3d68fd9e9576bb8e27de58fefb12e9ae56414b2155a763b7406c6fea15
results/causal_forecasts_v3_gated_bias/causal_ridge_IDN.npz,33511,771cee5f35a5083498ce36d840763e7446983fbd9659d02ac0bd883106f6db41
results/causal_forecasts_v3_gated_bias/causal_ridge_IND.npz,33550,a0b504276b1fdb2c139a882ba88bcb5f31a48ab8316461aff2ecbd884124a610
results/causal_forecasts_v3_gated_bias/causal_ridge_IRL.npz,33405,4c950a2ef42fdb224dcd8b6fc1468a77376c9dbc5e79dffec18b2c9a37fadaac
